,program,content,start,end,start_s,end_s,duration_s
250321,5269874_001,aucun problème sur le central,0:02:23.300000,0:02:25.100000,143.3,145.1,1.799999999999983
250322,5269874_001,avec une victoire en deux petites manche,0:02:25.100000,0:02:27.200000,145.1,147.2,2.0999999999999943
250323,5269874_001,une petite française et à,0:02:29.140000,0:02:31.400000,149.14,151.4,2.2600000000000193
250324,5269874_001,crânement sa chance il y a eu un match entre alizée st rena mais serena évidemment on est sorti,0:02:32.720000,0:02:38.240000,152.72,158.24,5.52000000000001
250325,5269874_001,grande gagnante claire feuerstein alors là c'est la bonne personne du jour elle se,0:02:38.240000,0:02:43.110000,158.24,163.11,4.8700000000000045
250326,5269874_001,qualifie pour le deuxième tour la cent vingt quatrième joueuse mondiale et puis on l'a suivi euh en tout genre,0:02:43.110000,0:02:50.150000,163.11,170.15,7.039999999999992
250327,5269874_001,programme sur le lenglen john isner est venue à bout de pierre hugues herbert,0:02:50.150000,0:02:55.050000,170.15,175.05,4.900000000000006
250328,5269874_001,là aussi un petit français qui montrent c'était son premier roland-garros,0:02:55.050000,0:02:57.980000,175.05,177.98,2.9299999999999784
250329,5269874_001,du géant américain aucune balle de break convertie pour pierre bilger qui sait qui cède,0:03:02.330000,0:03:08.970000,182.33,188.97,6.639999999999986
250330,5269874_001,je rentre dans le tie-break et sept cinq,0:03:08.970000,0:03:11.400000,188.97,191.4,2.430000000000007
250331,5269874_001,la qualification de jo wilfried tsonga,0:03:12.740000,0:03:15.120000,192.74,195.12,2.3799999999999955
250332,5269874_001,trois manches contre edouard roger bassins on avait prédit un match très très dur pour jour il l'a eu en tout cas dans les deux premières manches mais il s'en sort en trois sets,0:03:15.120000,0:03:22.560000,195.12,202.56,7.439999999999998
250333,5269874_001,on fait un point sur les résultats justement des matches se sont déroulées aujourd'hui avec vous allez,0:03:22.590000,0:03:26.620000,202.59,206.62,4.030000000000001
250334,5269874_001,on regarde ça avec euh vous le revoyait le score très sec pour roger federer milo sera unique c'était l'un des gros poissons en lice aujourd'hui le canadien qui fait peur à tout le monde cette saison trois sets également tomas berdych aucun problème,0:03:26.620000,0:03:39.590000,206.62,219.59,12.969999999999999
250335,5269874_001,et puis youzhny qui euh a opéré le premier retournement de situation dans ce roland garros mené deux manches à rien il s'en sort vous le voyez six zéro au cinquième set,0:03:39.590000,0:03:48.550000,219.59,228.55,8.960000000000008
250336,5269874_001,et on m'annonce que amandine est vient de se faire sortir oui on va voir l'image justement,0:03:49.060000,0:03:54.200000,229.06,234.2,5.139999999999986
250337,5269874_001,alors on va avoir sa après la deuxième salve de de résultat aucun problème pour agnès carre radwanska qui a été la première à se qualifier dans roland garros serena on l'a vu vénus qui euh elle aussi euh poursuit sa route et qui devrait croiser la route de de sa petite soeur,0:03:54.200000,0:04:08.710000,234.2,248.71,14.51000000000002
250338,5269874_001,au troisième tour et puis on l'a vu la victoire d'une petite française c'est clair faire je taille peut vraiment justement euh la balle de match de ce match avec la france les amandine,0:04:08.710000,0:04:18.620000,248.71,258.62,9.909999999999997
250339,5269874_001,oui c'est une petite station amélie mais si elle avait à faire à une une joueuse coriace exactement c'est assez logique,0:04:18.760000,0:04:23.960000,258.76,263.96,5.199999999999989
250340,5269874_001,on est dans une le quart de la date du centième place mondiale et euh c'était euh j' déjà une belle performance de béni cette première manche et puis voilà pas su aller jusqu'au bout en tout cas bonne bonne expérience pour rester en france,0:04:23.960000,0:04:35.650000,263.96,275.65,11.689999999999998
250341,5269874_001,voilà et c'est sur ce court numéro un,0:04:35.650000,0:04:37.620000,275.65,277.62,1.9700000000000273
250342,5269874_001,que euh amandine a finalement cédé et qu'elle va,0:04:37.990000,0:04:41.850000,277.99,281.85,3.8600000000000136
250343,5269874_001,mon four amélie mauresmo sur roger federer qu'on attendait en prenant annoncé en fin de règne euh là il y a aussi un rôle alors,0:04:50.740000,0:04:56.460000,290.74,296.46,5.71999999999997
250344,5269874_001,on l'a annoncé plusieurs fois en fin de règne effectivement il semble renaître un petit peu de ses cendres depuis le début de la saison qui est qui le voilà je l'ai trouvé très très bien depuis euh depuis janvier euh aujourd'hui de nouveaux il a il a,0:04:56.460000,0:05:08.390000,296.46,308.39,11.930000000000007
250345,5269874_001,il a vraiment éclaboussé de toute sa classe de toute sa facilité euh ce premier tour parce que son adversaire qui vrai était largement apporté mais globalement il bouge bien il est affûté il est précis,0:05:08.400000,0:05:18.110000,308.4,318.11,9.710000000000036
250346,5269874_001,de déchets ici et là c'est normal c'est une entrée en course il a eu euh un à la une nouvelle paternité de nous il y a quelques semaines donc euh je pense que la tête aller aussi il faut il faut recadrer un tout petit peu,0:05:18.400000,0:05:28.560000,318.4,328.56,10.160000000000025
250347,5269874_001,et puis euh moi je trouve très bien après parce qu'il prétendants au titre c'est peut être autre chose mais en tout cas euh,0:05:28.570000,0:05:34.990000,328.57,334.99,6.420000000000016
250348,5269874_001,dernier carré euh,0:05:36.010000,0:05:38.310000,336.01,338.31,2.3000000000000114
250349,5269874_001,probablement à son secours sciences et est très ouvert on suivra ça bien sûr ensemble on va vous laisser filer on suit le match à travers l'espagne,0:05:38.310000,0:05:45.280000,338.31,345.28,6.96999999999997
250350,5269874_001,violent hein euh qu'on espère,0:05:45.280000,0:05:46.860000,345.28,346.86,1.580000000000041
250351,5269874_001,qui va le manger mais il se trouve que c'est pas que des gens prennent forme un jérémy l'arrivée d'un très très bon tournoi de rome où il a battu pour la première fois justement roger federer donc euh oui c'est bien quand on voit il est en confiance après un espagnol sur terre battue français on a tout dit,0:05:47,0:06:01.230000,347.0,361.23,14.230000000000018
250352,5269874_001,patrick c'est ce que j'allais dire manger un espagnol sur terre battue c'est c'est vendre un peu la peau de l'ours avant de l'avoir tué,0:06:01.750000,0:06:07.340000,361.75,367.34,5.589999999999975
250353,5269874_001,alors à tout de suite l'autre événement du week end était sur france télévisions vous vous y est d'ailleurs près de quatre millions en plus de quelques millions hier un je dirais original de feu entre eux,0:06:07.340000,0:06:15.480000,367.34,375.48,8.140000000000043
250354,5269874_001,le choc des géants à final de coupe d'europe entre les saracens et le rc toulon et on est en direct d'ailleurs avec bernard laporte le manager de toulon et le demi de mêlée sébastien ti osborne alors avant de vous entendre et de revenir sur ce formidable soirée on va voir les temps forts de ce match euh préparé par philippe,0:06:15.480000,0:06:33.120000,375.48,393.12,17.639999999999986
250355,5269874_001,hier au millennium de cardiff il y a eu de l'engagement un certain genre de violences de l'intelligence et de la classe,0:06:37.140000,0:06:43.190000,397.14,403.19,6.050000000000011
250356,5269874_001,des internationaux à tous les étages un adieu de légende de champion du monde sortait un autre rentrée vous allez voir le grand cirque c'était la piste aux étoiles avec un seul numéro la cage aux fauves et toulon à étouffer les saracens dévoré le dompteur de clermont galactiques,0:06:43.190000,0:06:57.490000,403.19,417.49,14.300000000000011
250357,5269874_001,on n'en attendait pas moi des stars à cinq s'ils ont survolé le championnat anglais comme ça wall fac une meute de loups en chasse de la vitesse de l'agressivité une grosse mêlée domine en ce début de match pour trois points c'est tous domaines pareil,0:07:02.310000,0:07:14.650000,422.31,434.65,12.339999999999975
250358,5269874_001,toulon et cédric tendus nerveux fernandez lober prend un carton jaune mais même à quatorze contre quinze c'est fermé toulon défend avec ses crocs et même mieux attaque avec sa tête,0:07:16.320000,0:07:25.500000,436.32,445.5,9.180000000000007
250359,5269874_001,le renversement d'attaque et signé wilkinson coup de patte coups de griffe coup de maître australien sur l'europe quito michel guy tôt les sarrasins viennent de comprendre,0:07:41.880000,0:07:49.640000,461.88,469.64,7.759999999999991
250360,5269874_001,même à quatorze toulon est une arme fatale,0:07:49.800000,0:07:51.750000,469.8,471.75,1.9499999999999886
250361,5269874_001,transformation en coin johnny de la rade wilkinson,0:07:52.200000,0:07:55.390000,472.2,475.39,3.1899999999999977
250362,5269874_001,eh bien à l'heure du duty ces trois là,0:07:55.430000,0:07:58.710000,475.43,478.71,3.2799999999999727
250363,5269874_001,deuxième trente-huitième après touche les rouges et noirs sont déchaînés les sarrasins sont éparpillés sur vingt mètres avantage toulon pour une pénalité facile à moins que six h johnny wilkinson,0:07:58.710000,0:08:07.830000,478.71,487.83,9.120000000000005
250364,5269874_001,ils sont deux autres,0:08:07.830000,0:08:12.840000,487.83,492.84,5.009999999999991
250365,5269874_001,dix à trois à la pause les à sont dominés en pure perte,0:08:12.840000,0:08:16.100000,492.84,496.1,3.2600000000000477
250366,5269874_001,deuxième mi temps encore une fois les stars ils imposent leurs forces emmêlé ce sera la dernière les trois derniers points du jeune farel,0:08:17.500000,0:08:24.100000,497.5,504.1,6.600000000000023
250367,5269874_001,une nouvelle fois rangé au rang d'élèves se passe sa soeur johnny,0:08:24.340000,0:08:27.570000,504.34,507.57,3.230000000000018
250368,5269874_001,car les sarrasins sont fait illusion dix minutes mais la machine à étouffer toulonnais se tournent à plein rendement stéphane armitage homme du match arracheur de balles et bouffeurs d'espoir,0:08:28.820000,0:08:37.210000,508.82,517.21,8.390000000000043
250369,5269874_001,pénalité wilkinson presque trop facile treize six,0:08:37.960000,0:08:41.560000,517.96,521.56,3.599999999999909
250370,5269874_001,restait à passer la vitesse supérieure aux dix relancer parce que cette saison toulon est capable de sa cinquante neuvième sa part de loin,0:08:43.020000,0:08:50.030000,523.02,530.03,7.009999999999991
250371,5269874_001,juste pour les yeux la passe après contact de bastareaud le deux contraint comme à l'entraînement entre troisième ligne les saracens n'existe plus,0:09:06.420000,0:09:13.390000,546.42,553.39,6.970000000000027
250372,5269874_001,johnny réussi la transformation puis wilkinson s'apprête à taper la dernière pénalité de sa carrière en coupe d'europe à la soixante quatrième,0:09:15.620000,0:09:22.640000,555.62,562.64,7.019999999999982
250373,5269874_001,voilà vingt trois six,0:09:26.730000,0:09:28.310000,566.73,568.31,1.5799999999999272
250374,5269874_001,c'est au four voire peut être la légende sorti deux minutes avant la fin,0:09:30.270000,0:09:33.960000,570.27,573.96,3.6900000000000546
250375,5269874_001,lenglet déjà sur le toit du monde deux fois de suite au sommet de l'europe en assumant ses compatriotes dans un stade gallois une,0:09:34.110000,0:09:40.250000,574.11,580.25,6.139999999999986
250376,5269874_001,je trouve la tristesse prend forme,0:09:44.170000,0:09:45.690000,584.17,585.69,1.5200000000000955
250377,5269874_001,notre chance d'avoir la carrière puisse,0:09:53.510000,0:09:55.340000,593.51,595.34,1.830000000000041
250378,5269874_001,j'essaie de de de rester euh très prisé on par pourrait se faire preuve qu'il est absurde de ce jour qui qui n'ont pas eu de chance bouger alors j'ai eu avant qu'on sache peut continuer jusqu'à la fois non pas pour,0:09:58.560000,0:10:10.590000,598.56,610.59,12.030000000000086
250379,5269874_001,la classe est l'humilité du capitaine toulon restera à jamais le premier club français a conservé son titre de champion d'europe la dernière h que de l'histoire avec encore une finale de championnat a joué contre castres,0:10:10.590000,0:10:21.580000,610.59,621.58,10.990000000000009
250380,5269874_001,et c'était l'avant dernier match de la légende de johnny wilkinson qui fait d'ailleurs c'était trente cinq ans aujourd'hui alors lui souhaite évidemment un bon anniversaire allez on retrouve tout de suite en direct donc bernard laporte et sébastien est illusoire qui nous font le plaisir d'être avec nous en direct de cardiff puisqu'ils sont restés,0:10:25.630000,0:10:40.480000,625.63,640.48,14.850000000000023
250381,5269874_001,là bas euh pour se préparer pour cette finale alors première question pour vous bernard euh vous êtes la première équipe française un a conservé son son titre européen quel saveurs à cette victoire euh par rapport à celle de l'an dernier,0:10:40.480000,0:10:52.280000,640.48,652.28,11.799999999999955
250382,5269874_001,oui c'est vrai qu'on avait à coeur de défendre notre titre mais euh je crois que le plus le plus important ses émotions que l'on,0:10:55.050000,0:11:01.700000,655.05,661.7,6.650000000000091
250383,5269874_001,que l'on transmet à toute une ville à tout un département toute une région,0:11:01.860000,0:11:06.100000,661.86,666.1,4.240000000000009
250384,5269874_001,on avait beaucoup parlé durant toute la toute la semaine,0:11:06.150000,0:11:08.900000,666.15,668.9,2.75
250385,5269874_001,on ne fait pas du sport pour exemple emmagasiner des records en fait du sport pour ses maîtres du bonheur et et avoir des souvenirs à vie et c'est vrai que le fait de de d'avoir conservé notre titre dans un match particulier aggravera jamais euh euh,0:11:09.340000,0:11:23.280000,669.34,683.28,13.93999999999994
250386,5269874_001,nos souvenirs notre amitié c'est une c'est une évidence et le sport doit apporter cela,0:11:23.280000,0:11:27.700000,683.28,687.7,4.420000000000073
250387,5269874_001,sébastien on a envie de savoir comment les joueurs du rct ressort de ce match parce qu'évidemment il y a la finale du championnat de france la semaine prochaine comment êtes vous est ce que vous êtes maché,0:11:27.700000,0:11:36.350000,687.7,696.35,8.649999999999977
250388,5269874_001,vous vous sentez près repartir au combat,0:11:36.430000,0:11:38.630000,696.43,698.63,2.2000000000000455
250389,5269874_001,ouais c'est vrai que ce train hier c'était un match très très physique,0:11:41.010000,0:11:44.380000,701.01,704.38,3.3700000000000045
250390,5269874_001,euh bien sûr qu'aujourd'hui on a quelques courbatures mais euh dans une semaine à samedi prochain on a on a ce match contre castres va pour récupérer en début de semaine travailler à la vidéo et je pense qu'on sera prêt euh,0:11:44.450000,0:11:57.380000,704.45,717.38,12.92999999999995
250391,5269874_001,on est moins fatigué je pense que la saison dernière en très envie de faire un très bon match samedi donc on va on va,0:11:57.540000,0:12:04.500000,717.54,724.5,6.960000000000036
250392,5269874_001,tout le monde mais euh pour vont essayer de ramener ce bouclier de faire plaisir à tous les supporters et toute la ville,0:12:04.500000,0:12:10.430000,724.5,730.43,5.92999999999995
250393,5269874_001,on a senti beaucoup de retenue hier un dans la joie et dans la célébration du titre est ce que vous avez fait la fête dites nous un petit peu,0:12:10.430000,0:12:17.400000,730.43,737.4,6.970000000000027
250394,5269874_001,on a vu mieux c'est de dire euh tous ensemble mais c'est vrai qu'on en est resté euh assez sérieux parce que,0:12:19.010000,0:12:25.040000,739.01,745.04,6.029999999999973
250395,5269874_001,france quelques samedi un il y a un grand match qui nous attend,0:12:25.290000,0:12:28.060000,745.29,748.06,2.769999999999982
250396,5269874_001,et si on me mettre toutes les chances de son côté euh on va essayer de récupérer euh rapidement pour faux en fait un gros match,0:12:28.230000,0:12:35.850000,748.23,755.85,7.6200000000000045
250397,5269874_001,bernard on a vécu un un grand moment hier avec les les adieux de johnny wilkinson à à la scène européenne il vous a souvent fait mal lorsque vous entraîner l'équipe de france comment avez vous vécu ce moment aussi à ses côtés,0:12:35.850000,0:12:46.880000,755.85,766.88,11.029999999999973
250398,5269874_001,mais oui c'est vrai qu'avec joly j'ai j'ai tout on livre qui est vraiment de tristesse où nous a sauvé deux fois de l'ordre de deux demi finale de coupe du monde,0:12:48.870000,0:12:56.540000,768.87,776.54,7.669999999999959
250399,5269874_001,et maintenant je préfère la voir mais moi je vous rassure,0:12:57.060000,0:12:59.300000,777.06,779.3,2.240000000000009
250400,5269874_001,mais le grand je sais que c'est pour tout le monde donc c'est pour nous donc ça fait,0:13:00.170000,0:13:03.690000,780.17,783.69,3.5200000000000955
250401,5269874_001,ça fait du bien ça c'est une évidence mais de joly euh restera mendel la c'est vrai qu'on aura beaucoup d'émotion pour son dernier match samedi je crois que des des des des des joueurs comme lui euh le fils n'existe même pas par génération des foyers les générations il y a pas des joueurs de ce calibre là,0:13:04.270000,0:13:19.780000,784.27,799.78,15.509999999999991
250402,5269874_001,voilà donc d'abord beaucoup de fierté de l'avoir croisé,0:13:20.060000,0:13:23.780000,800.06,803.78,3.7200000000000273
250403,5269874_001,si un jour on m'avait dit euh après la deuxième demi finale de coupe du monde les entraîneurs ajoute celui qui ne sont,0:13:23.820000,0:13:28.900000,803.82,808.9,5.079999999999927
250404,5269874_001,je voudrais dit non c'est pas possible,0:13:29.140000,0:13:30.730000,809.14,810.73,1.5900000000000318
250405,5269874_001,mais croyez moi que c'est un c'est un personnage hors normes bien sur le joueur le connaît c'était joueur talentueux mais l'homme est quelque chose qui est qui est est est remarquable quoi donc voilà beaucoup de beaucoup de fierté de falloir côtoyé,0:13:30.840000,0:13:41.260000,810.84,821.26,10.419999999999959
250406,5269874_001,est ce que vous vous bluff bernard dans cette course au doublé dans cette fin de saison la maîtrise que l'on a vu hier,0:13:41.260000,0:13:48.100000,821.26,828.1,6.840000000000032
250407,5269874_001,ouais je vous dire qu'ils ont fait un grand match je crois que c'est une c'est une évidence tout le monde de la vie il y avait beaucoup d'engagement comme le disait euh sébastien et,0:13:50.310000,0:13:57.150000,830.31,837.15,6.840000000000032
250408,5269874_001,d'un certain temps cité levée dans cet engagement est levé on a un on a fait peu de fautes finalement on en a fait un juan,0:13:57.350000,0:14:03.980000,837.35,843.98,6.6299999999999955
250409,5269874_001,on l'oublie c'est fait euh est fait expulsé pour un carton jaune fait quelques fautes mais pas beaucoup quand même et notamment durant les vingt premières minutes où on était sous,0:14:04.280000,0:14:11.630000,844.28,851.63,7.350000000000023
250410,5269874_001,sous l'emprise d' des des saracens sous sous la domination des saracens c'est là on ne sait pas,0:14:11.890000,0:14:16.340000,851.89,856.34,4.4500000000000455
250411,5269874_001,bon c'est pas faux les on a accepté de de de subir sans sans faire de fautes et effectivement c'est certainement demain c'est vingt premières minutes qu'on a gagné le match parce que malgré leur domination c'est pas affolé donc,0:14:16.380000,0:14:25.780000,856.38,865.78,9.399999999999977
250412,5269874_001,oui il me bluffe ils ont fait un gros match et je sais qu'ils sont capables de déchaîner des matches comme ça mais voilà c'est c'est le sport il y a il y a il y a quatre mois ont été très très bien et là on est on est on est revenus et je crois que y a beaucoup de motivations il y a il y a,0:14:25.820000,0:14:39.100000,865.82,879.1,13.279999999999973
250413,5269874_001,il y a beaucoup d'amour dans cette équipe en charge les anciens avec les jeunes et cetera il y a une passation de pouvoirs parce qu'on parle beaucoup de joly on parle beaucoup de bêtises mais faut parler aussi des jeunes yaowi a a irrigation qui a bruni dans cette équipe il y a aussi des jeunes et et je crois que c,0:14:41.990000,0:14:54.970000,881.99,894.97,12.980000000000018
250414,5269874_001,il y a un courant qui passe à me trente six générations et s'émerveiller d'être à leur côté,0:14:55.690000,0:14:59.820000,895.69,899.82,4.1299999999999955
250415,5269874_001,eh bien merci beaucoup en tout cas bernard des que vous serez aussi la fin on espère on verra ce serait la première équipe un euh française euh à on a enchaîné ça sur le dos,0:15:00.020000,0:15:07.720000,900.02,907.72,7.7000000000000455
250416,5269874_001,les euh vous savez roger étonné en quatre en ce moment le stade toulousain mais c'était une autre époque n'étaient pas tout,0:15:07.720000,0:15:12.940000,907.72,912.94,5.220000000000027
250417,5269874_001,voilà et on espère qu'ils vont pouvoir s'était pleinement sa qui sont très sérieux un euh,0:15:12.940000,0:15:16.980000,912.94,916.98,4.039999999999964
250418,5269874_001,non mais on l'a senti un beaucoup de retenue ils sont concentrés sur cet objectif d'ailleurs mourad boudjellal le président l'a rappelé aujourd'hui ils ne veulent pas se rater et évidemment ramener un bouclier de brennus qui n'est plus redescendue sur la rade depuis quatre vingt douze,0:15:16.980000,0:15:28.440000,916.98,928.44,11.460000000000036
250419,5269874_001,merci beaucoup en tout cas bernard laporte et à sébastien aux bornes et à bientôt sur france télévisions et ce match bien sûr la semaine prochaine sur france deux avec évidemment sans euh transition avec vous la pro d deux avec la rochelle qui retrouve le top quatorze,0:15:28.440000,0:15:42.530000,928.44,942.53,14.089999999999918
250420,5269874_001,eh oui après trois ans de purgatoire eh bien la rochelle va remonter en top quatorze était cet après midi dans un stade de jacques chaban-delmas à bordeaux,0:15:42.530000,0:15:49.350000,942.53,949.35,6.82000000000005
250421,5269874_001,archicomble et ce sont les rochelais,0:15:49.350000,0:15:51.930000,949.35,951.93,2.5799999999999272
250422,5269874_001,qui ont fait une énorme entame de match notamment avec cet essai de clerc en bout de ligne les agenais sont jamais rentrée finalement dans cette finale d'accession au top quatorze et on va retrouver un joueur éternel styrie bombo trente huit,0:15:51.950000,0:16:05.920000,951.95,965.92,13.969999999999914
250423,5269874_001,quant à la conclusion d'un autre st de la rochelle qui a rapidement pris les commandes de ce match et pris le large même si agen euh est revenu au score en deuxième période grâce notamment à un essai de son deuxième ligne rate tout ni y arawa,0:16:05.920000,0:16:21.640000,965.92,981.64,15.720000000000027
250424,5269874_001,finale trente et un à vingt deux la rochelle est de retour,0:16:25.600000,0:16:28.500000,985.6,988.5,2.8999999999999773
250425,5269874_001,merci matthieu les on revient au tennis puisque en ce moment il y a un français qui vient de démarrer ces jérémy chardy avec françois breban est amélie mauresmo le match vient de commencer,0:16:30.120000,0:16:39.640000,990.12,999.64,9.519999999999982
250426,5269874_001,jérémy chardy et,0:16:42.420000,0:16:44.080000,1002.42,1004.08,1.6600000000000819
250427,5269874_001,j mais nos travers,0:16:44.200000,0:16:45.860000,1004.2,1005.86,1.6599999999999682
250428,5269874_001,le voilà jérémy c'est l'espagnol qui est au service pas de break pour l'instant vous le voyez un partout,0:16:45.880000,0:16:51.260000,1005.88,1011.26,5.3799999999999955
250429,5269874_001,et on va découvrir le jeu de cet espagnol amélie pur terrien on l'a dit même s'il est un peu redescendu au classement il est maintenant quatre-vingt onzième je crois mène au travers il a été parmi les les cinquante meilleurs il y a pas si longtemps et ça va être un sérieux clients pour jérémy qui est bas au fond du court,0:16:54.350000,0:17:09.940000,1014.35,1029.94,15.590000000000032
250430,5269874_001,gros clients spécialiste de cette surface évidemment mais je crois que j'ai mis a vraiment les armes quand on sait juste avant pour euh,0:17:09.940000,0:17:16.380000,1029.94,1036.38,6.440000000000055
250431,5269874_001,la rentrée venir le perturber le bousculer,0:17:16.570000,0:17:19.700000,1036.57,1039.7,3.130000000000109
250432,5269874_001,alors ça sent au fond,0:17:21.300000,0:17:23.120000,1041.3,1043.12,1.8199999999999363
250433,5269874_001,que produit euh la frappe de balle de jérémy chardy c'est très sec il y a énormément de pêche dans ce coup droit,0:17:23.430000,0:17:29.900000,1043.43,1049.9,6.470000000000027
250434,5269874_001,service ses coups droits jérémy sipa est capable de faire vraiment très très mal avec ses deux coups,0:17:30,0:17:36.320000,1050.0,1056.32,6.319999999999936
250435,5269874_001,qui va nous montrer aujourd'hui c'est au fin ce soir même sur ce court numéro un,0:17:39.570000,0:17:43.330000,1059.57,1063.33,3.759999999999991
250436,5269874_001,je suis à ça pour l'instant ça reste dans le filet mais on a vu que des qui leur donnera l'occasion je dirais chardy va essayer de d'envoyer,0:17:47.690000,0:17:56.330000,1067.69,1076.33,8.639999999999873
250437,5269874_001,et de faire la différence en deux ou trois frappes de balle,0:17:57.660000,0:18:01.190000,1077.66,1081.19,3.5299999999999727
250438,5269874_001,éviter de s'embarquer dans les filières beaucoup trop longue,0:18:01.270000,0:18:04.330000,1081.27,1084.33,3.0599999999999454
250439,5269874_001,merci françois merci amélie on vous retrouve bien sûr tout au long euh de ce stade pour suivre ce match en entendant avec vous gaël on fait le point sur la formule un il y avait un grand prix le sixième de la saison est toujours les mêmes devant,0:18:04.330000,0:18:14.340000,1084.33,1094.34,10.009999999999991
250440,5269874_001,céline vous connaissez la formule la formule un état sport qui jouait à vingt deux et à la fin c'est les allemands qui gagnent en l'occurrence mercedes évidemment comme vous allez pouvoir le voir sur ce montage deux baptiste rimbert,0:18:14.340000,0:18:25.190000,1094.34,1105.19,10.850000000000136
250441,5269874_001,rosberg hamilton sous tous les deux résident monégasque ils vivent dans le même immeuble mais ce n'est pas vraiment la fête des voisins entre les deux n'est plus vraiment l'heure de la paix on,0:18:25.190000,0:18:32.460000,1105.19,1112.46,7.269999999999982
250442,5269874_001,entre les potes entre les deux coéquipiers au départ c'est kimi räikkönen qui fait le spectacle visible sur la grille quatrième au premier virage sera le seul coup d'éclat,0:18:32.460000,0:18:40.290000,1112.46,1120.29,7.829999999999927
250443,5269874_001,de la scuderia ferrari avec la quatrième place finale de fernando alonso,0:18:40.330000,0:18:44.420000,1120.33,1124.42,4.0900000000001455
250444,5269874_001,la première info de ce grand prix c'est l'abandon de sebastian vettel victime de problèmes moteur les huitième tour,0:18:44.540000,0:18:50.190000,1124.54,1130.19,5.650000000000091
250445,5269874_001,abandon sous les yeux de carlos ghosn le pdg de renault,0:18:53.840000,0:18:57.950000,1133.84,1137.95,4.110000000000127
250446,5269874_001,autre abandon celui d'adrian sutil cinquante cinq alberto askari au même endroit vécu ni dans les eaux du port adrian sutil lui finit dans le rail dans la chicane et résultat est bien sorti de la voiture de sécurité et vous ne rêvez pas vous n'avez pas l'avenir lui était un trois mercedes aux trois premières places à ce moment là,0:18:58.500000,0:19:12.660000,1138.5,1152.66,14.160000000000082
250447,5269874_001,plus sérieusement duel franco-français entre la marge rouge de jules ban qui est à la toro rosso de jean eric vergne,0:19:13.420000,0:19:20.860000,1153.42,1160.86,7.439999999999827
250448,5269874_001,je suis en qui je sais que vous l'apprécier céline vous n'est pas le seul la seule et à six jeux éric vergne est contraint à l'abandon son quatrième abandon en si grand prix seulement eh bien jules bianchi lui,0:19:21.020000,0:19:29.650000,1161.02,1169.65,8.63000000000011
250449,5269874_001,on va terminer neuvième et inscrire les premiers points de sa carrière en formule un remarquable résultat pour le pilote membre de la filière ferrari devant égaler mercedes semblent bien seul dans les rues de la principauté sachant que le bruit change effectivement mène dans les rues de la principauté ça fait pas énormément de bruit et nico rosberg et bien,0:19:29.650000,0:19:47.100000,1169.65,1187.1,17.449999999999818
250450,5269874_001,signe sa deuxième victoire cette saison la deuxième victoire à monaco la cinquième de sa carrière comme son père un certain que qui,0:19:47.100000,0:19:53.260000,1187.1,1193.26,6.160000000000082
250451,5269874_001,rosberg il s'impose devant hamilton et ricardo est au classement du championnat du monde il prend la tête du championnat du monde devant son coéquipier romain grosjean lui a termites ni terminé huitième de ce grand prix,0:19:53.260000,0:20:03.590000,1193.26,1203.59,10.329999999999927
250452,5269874_001,merci gaëlle est est est bien c'était complet a vous de jouer maintenant patrick,0:20:03.590000,0:20:06.940000,1203.59,1206.94,3.3500000000001364
250453,5269874_001,nous on a on a appris une info en tout cas oui vous appréciez beaucoup jules bianchi oui c'est vrai c'est à dire,0:20:06.940000,0:20:13.280000,1206.94,1213.28,6.339999999999918
250454,5269874_001,on parle de de des résultats je sais pas on astique avec voilà voilà on sait absolument samir aït saïd médaille de bronze aux championnats d'europe euh aux anneaux oui et se passer à sofia capitale de la bulgarie comme chacun de ces euh pour le reste il s'agit de pauline,0:20:13.400000,0:20:28.590000,1213.4,1228.59,15.189999999999827
250455,5269874_001,ronds prévaut qui non seulement à gagner la flèche wallonne euh sur la route mais qui a récidivé cette fois en vtt country regardez ça se passait cross-country ça se passait à nos et musique country oui un simple et sans les bottes un là c'est juste euh est sans les votes ça c'est pas est un mauvais mais,0:20:28.590000,0:20:44.220000,1228.59,1244.22,15.63000000000011
250456,5269874_001,plutôt euh et en république tchèque et pauline après le ménage,0:20:44.220000,0:20:48.710000,1244.22,1248.71,4.490000000000009
250457,5269874_001,bon pour lui résister donc c'était la troisième manche de la coupe du monde fleury les aubrais,0:20:49.450000,0:20:53.830000,1249.45,1253.83,4.379999999999882
250458,5269874_001,qui s'est régalé grâce à son gardien d'arlit sobre qui dopant la la brésilienne qui a arrêté tous les tirs ou presque distiller moulineaux finalement fleury les aubrais remporte,0:20:53.830000,0:21:05.830000,1253.83,1265.83,12.0
250459,5269874_001,la coupe de france face,0:21:05.830000,0:21:07.990000,1265.83,1267.99,2.160000000000082
250460,5269874_001,aux hommes bateleuse de isty paris et c'est pas un journal à une équipe de handball,0:21:07.990000,0:21:16.450000,1267.99,1276.45,8.460000000000036
250461,5269874_001,du volet pour vous dire que l'équipe de france a parfaitement entamé la ligue mondiale en argentine ben avec un terrible une terrible attaque d'antonin rouzier étant la balle de match les argentins ont du,0:21:16.540000,0:21:27.960000,1276.54,1287.96,11.420000000000073
250462,5269874_001,deux des finales de la proie les nancéens a eu de victoire maintenant,0:21:47.050000,0:21:51.050000,1307.05,1311.05,4.0
